ori,,2019,2021,perc_21_19
UT0182500,West Valley Police Department,57.0,85.0,1.4912280701754386
UT0250000,Utah County Sheriff's Office,5.0,2.0,0.4
UT0250600,Provo Police Department,2.0,2.0,1.0
UT0270100,St. George Police Department,12.0,17.0,1.4166666666666667
UT0290000,Weber County Sheriff's Office,6.0,10.0,1.6666666666666667
UT0290100,Ogden Police Department,22.0,51.0,2.3181818181818183
VA0020300,Albemarle County Police Department,4.0,10.0,2.5
VA0070100,Arlington County Police Department,23.0,53.0,2.3043478260869565
VA0080000,Augusta County Sheriff's Office,11.0,6.0,0.5454545454545454
VA0100000,Bedford County Sheriff's Office,11.0,25.0,2.272727272727273
VA0160000,Campbell County Sheriff's Office,20.0,32.0,1.6
VA0210100,Chesterfield County Police Department,32.0,116.0,3.625
VA0290100,Fairfax County Police Department,32.0,40.0,1.25
VA0300000,Fauquier County Sheriff's Office,1.0,3.0,3.0
VA0330000,Franklin County Sheriff's Office,6.0,7.0,1.1666666666666667
VA0340000,Frederick County Sheriff's Office,6.0,4.0,0.6666666666666666
VA0420000,Hanover County Sheriff's Office,33.0,34.0,1.0303030303030303
VA0430100,Henrico County Police Department,115.0,213.0,1.8521739130434782
VA0470100,James City County Police Department,6.0,4.0,0.6666666666666666
VA0530000,Loudoun County Sheriff's Office,14.0,10.0,0.7142857142857143
VA0530100,Leesburg Police Department,2.0,9.0,4.5
VA0710000,Pittsylvania County Sheriff's Office,11.0,11.0,1.0
VA0750300,Prince William County Police Department,105.0,215.0,2.0476190476190474
VA0800300,Roanoke County Police Department,32.0,45.0,1.40625
VA0820000,Rockingham County Sheriff's Office,3.0,15.0,5.0
VA0880000,Spotsylvania County Sheriff's Office,8.0,12.0,1.5
VA0890000,Stafford County Sheriff's Office,49.0,71.0,1.4489795918367347
VA0980000,York County Sheriff's Office,13.0,25.0,1.9230769230769231
VA0990000,Alexandria Police Department,31.0,60.0,1.935483870967742
VA1030000,Chesapeake Police Department,168.0,301.0,1.7916666666666667
VA1110000,Hampton Police Department,97.0,111.0,1.1443298969072164
VA1120000,Harrisonburg Police Department,11.0,10.0,0.9090909090909091
VA1140000,Lynchburg Police Department,45.0,79.0,1.7555555555555555
VA1160000,Newport News Police Department,289.0,370.0,1.2802768166089966
VA1170000,Norfolk Police Department,288.0,573.0,1.9895833333333333
VA1200000,Portsmouth Police Department,295.0,282.0,0.9559322033898305
VA1220000,Richmond Police Department,201.0,218.0,1.0845771144278606
VA1230000,Roanoke Police Department,73.0,120.0,1.643835616438356
VA1270000,Suffolk Police Department,49.0,128.0,2.6122448979591835
VA1280000,Virginia Beach Police Department,29.0,53.0,1.8275862068965518
WA0030100,Kennewick Police Department,38.0,59.0,1.5526315789473684
WA0030200,Richland Police Department,12.0,20.0,1.6666666666666667
WA0060000,Clark County Sheriff's Office,14.0,24.0,1.7142857142857142
WA0060300,Vancouver Police Department,42.0,126.0,3.0
WA0110200,Pasco Police Department,20.0,34.0,1.7
WA0150000,Island County Sheriff's Office,4.0,4.0,1.0
WA0170000,King County Sheriff's Office,48.0,70.0,1.4583333333333333
WA0170100,Auburn Police Department,39.0,38.0,0.9743589743589743
WA0170200,Bellevue Police Department,8.0,15.0,1.875
WA0170700,Kent Police Department,46.0,105.0,2.282608695652174
WA0170800,Kirkland Police Department,6.0,5.0,0.8333333333333334
WA0171200,Redmond Police Department,6.0,2.0,0.3333333333333333
WA0171300,Renton Police Department,34.0,61.0,1.7941176470588236
WA0173600,Federal Way Police Department,45.0,118.0,2.6222222222222222
WA0174100,Burien Police Department,19.0,36.0,1.894736842105263
WA0174300,Shoreline Police Department,4.0,13.0,3.25
WA0175000,Sammamish Police Department,1.0,3.0,3.0
WA0180000,Kitsap County Sheriff's Office,21.0,28.0,1.3333333333333333
WA0230000,Mason County Sheriff's Office,13.0,10.0,0.7692307692307693
WA0270000,Pierce County Sheriff's Office,163.0,268.0,1.6441717791411044
WA0270300,Tacoma Police Department,379.0,756.0,1.9947229551451187
WA0272300,Lakewood Police Department,69.0,101.0,1.463768115942029
WA0290000,Skagit County Sheriff's Office,5.0,4.0,0.8
WA0310000,Snohomish County Sheriff's Office,59.0,63.0,1.0677966101694916
WA0310300,Everett Police Department,32.0,59.0,1.84375
WA0310500,Marysville Police Department,12.0,19.0,1.5833333333333333
WA0320000,Spokane County Sheriff's Office,23.0,30.0,1.3043478260869565
WA0320400,Spokane Police Department,124.0,197.0,1.5887096774193548
WA0321500,Spokane Valley Police Department,19.0,32.0,1.6842105263157894
WA0340000,Thurston County Sheriff's Office,20.0,31.0,1.55
WA0340100,Olympia Police Department,7.0,10.0,1.4285714285714286
WA0340400,Lacey Police Department,4.0,7.0,1.75
WA0370000,Whatcom County Sheriff's Office,14.0,12.0,0.8571428571428571
WA0370100,Bellingham Police Department,11.0,20.0,1.8181818181818181
WA0390000,Yakima County Sheriff's Office,16.0,28.0,1.75
WA0390500,Yakima Police Department,65.0,118.0,1.8153846153846154
WASPD0000,Seattle Police Department,280.0,544.0,1.9428571428571428
WI0050000,Brown County Sheriff's Office,2.0,1.0,0.5
WI0050200,Green Bay Police Department,40.0,58.0,1.45
WI0130000,Dane County Sheriff's Office,6.0,17.0,2.8333333333333335
WI0130100,Madison Police Department,64.0,84.0,1.3125
WI0180100,Eau Claire Police Department,9.0,7.0,0.7777777777777778
WI0320100,La Crosse Police Department,1.0,1.0,1.0
WI0370000,Marathon County Sheriff's Office,4.0,4.0,1.0
WI0411600,West Allis Police Department,14.0,11.0,0.7857142857142857
WI0450000,Outagamie County Sheriff's Office,0.0,0.0,
WI0450100,Appleton Police Department,8.0,16.0,2.0
WI0520200,Racine Police Department,28.0,31.0,1.1071428571428572
WI0540200,Janesville Police Department,2.0,2.0,1.0
WI0560000,St. Croix County Sheriff's Office,1.0,6.0,6.0
WI0710300,Oshkosh Police Department,11.0,8.0,0.7272727272727273
WIMPD0000,Milwaukee Police Department,1733.0,2942.0,1.6976341604154646
WV0020000,Berkeley County Sheriff's Office,10.0,17.0,1.7
WV0200000,Kanawha County Sheriff's Office,69.0,65.0,0.9420289855072463
WV0310000,Monongalia County Sheriff's Office,8.0,9.0,1.125
WV0410000,Raleigh County Sheriff's Office,9.0,27.0,3.0
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,R,,,
A,Z,,,
A,Z,,,
A,Z,,,
A,Z,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,O,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
C,T,,,
D,E,,,
D,E,,,
D,E,,,
D,E,,,
G,A,,,
G,A,,,
G,A,,,
G,A,,,
G,A,,,
H,I,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,A,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,D,,,
I,L,,,
I,N,,,
I,N,,,
I,N,,,
I,N,,,
I,N,,,
K,S,,,
K,S,,,
K,S,,,
K,S,,,
K,S,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
K,Y,,,
L,A,,,
L,A,,,
L,A,,,
L,A,,,
L,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,A,,,
M,D,,,
M,E,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,I,,,
M,N,,,
M,N,,,
M,N,,,
M,N,,,
M,N,,,
M,N,,,
M,O,,,
M,O,,,
M,O,,,
M,O,,,
M,O,,,
M,O,,,
M,O,,,
M,S,,,
M,S,,,
M,S,,,
M,T,,,
M,T,,,
M,T,,,
M,T,,,
M,T,,,
M,T,,,
N,B,,,
N,B,,,
N,B,,,
N,B,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,C,,,
N,D,,,
N,D,,,
N,D,,,
N,H,,,
N,H,,,
N,M,,,
N,M,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,H,,,
O,K,,,
O,K,,,
O,K,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
O,R,,,
R,I,,,
R,I,,,
R,I,,,
R,I,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,C,,,
S,D,,,
S,D,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,N,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
T,X,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
U,T,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
V,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,A,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,I,,,
W,V,,,
W,V,,,
W,V,,,
W,V,,,
