ori,2019,2020,2021,2019_pop,2020_pop,2021_pop,2019pc,2020pc,2021pc,perc_21_19,perc_pc_21_19
MI8234900,26124.0,24224.0,24002.0,663502,659616.0,673708,0.03937290317135442,0.03672439722505215,0.03562671068177905,0.9187720104118818,0.9048535366246273
MI8253800,668.0,730.0,756.0,93644,93342.0,92852,0.007133398829610013,0.007820702363351974,0.008141989402489985,1.1317365269461077,1.1413899036029522
MI8277500,890.0,878.0,974.0,60923,60698.0,60341,0.014608604303793312,0.01446505650927543,0.016141595266899785,1.09438202247191,1.104937537579029
MI8281700,1288.0,1384.0,1513.0,81444,81244.0,80837,0.015814547419085508,0.01703510413076658,0.018716676769301187,1.174689440993789,1.1835101108687622
MI8290800,760.0,732.0,884.0,93406,94128.0,94777,0.008136522279082714,0.0077766445690973995,0.009327157432710467,1.1631578947368422,1.1463321936312552
MN0100000,217.0,184.0,219.0,77832,78987.0,80845,0.0027880563264467057,0.0023294972590426274,0.002708887377079597,1.0092165898617511,0.9716042503818395
MN0271100,7719.0,7595.0,7183.0,431016,435116.0,438463,0.0179088479313993,0.017455115417497863,0.01638222609433407,0.9305609534913849,0.9147559997765894
MN0550100,525.0,802.0,884.0,118267,120336.0,121225,0.004439108119762909,0.006664672251030448,0.0072922252010723864,1.6838095238095239,1.6427230435337674
MN0620000,376.0,286.0,397.0,85133,84720.0,84975,0.0044166187025007925,0.003375826251180359,0.004671962341865255,1.0558510638297873,1.0578142820479117
MN0690000,184.0,241.0,208.0,56559,56157.0,57182,0.0032532399794904434,0.004291539790230959,0.003637508306809835,1.1304347826086956,1.1181186539394428
MO0100200,315.0,1627.0,1792.0,125017,124829.0,126418,0.002519657326603582,0.013033830279822798,0.014175196570108687,5.688888888888889,5.625843014619929
MO0110100,1538.0,1319.0,1279.0,75872,74680.0,73821,0.020270982707718262,0.017662024638457417,0.01732569323092345,0.8315994798439532,0.8547041591785591
MO0360000,214.0,209.0,179.0,57745,57783.0,58098,0.0037059485669754958,0.003616980772891681,0.003081001067162381,0.8364485981308412,0.8313663860901481
MO0490700,1267.0,1205.0,1129.0,50635,50935.0,50970,0.025022217833514368,0.02365760282713262,0.022150284481067293,0.8910812943962115,0.8852246682705938
MO0920300,222.0,486.0,578.0,71341,71563.0,72323,0.0031118150852945713,0.006791218925981303,0.007991925113725923,2.6036036036036037,2.568251934857302
MO0920400,371.0,395.0,413.0,57697,58849.0,58597,0.006430143681647226,0.0067120936634437285,0.007048142396368415,1.1132075471698113,1.096109627609888
MOKPD0000,10193.0,10672.0,10153.0,495964,499335.0,500965,0.02055189489559726,0.021372425325683158,0.020266884912119608,0.9960757382517413,0.9861321797855871
MS0170100,314.0,364.0,647.0,55718,56573.0,57455,0.005635521734448473,0.006434164707546003,0.011260986859281176,2.0605095541401273,1.9982154962593268
MS0240000,659.0,666.0,635.0,53259,54107.0,54419,0.012373495559435965,0.012308943389949544,0.011668718646061118,0.9635811836115327,0.9430414057216525
MS0240200,1778.0,1934.0,1965.0,72383,72142.0,71803,0.024563778787836922,0.026808239305813535,0.02736654457334652,1.1051743532058493,1.1141015724704957
MT0070100,619.0,736.0,903.0,58637,58345.0,58265,0.010556474580896022,0.012614619933156226,0.015498154981549815,1.4588045234248788,1.4681184388580557
MT0150000,398.0,432.0,486.0,65053,65914.0,67563,0.006118088327978725,0.00655399459902297,0.007193286266151592,1.221105527638191,1.1757408328441195
MT0160000,228.0,245.0,268.0,52061,53275.0,54792,0.0043794779201321524,0.004598779915532614,0.004891224996349832,1.1754385964912282,1.1168511602410904
MT0160100,334.0,343.0,411.0,50152,51460.0,52586,0.0066597543467857715,0.006665371162067626,0.007815768455482448,1.2305389221556886,1.1735820945489692
MT0320100,868.0,970.0,1137.0,75422,76468.0,77852,0.01150857839887566,0.012685044724590679,0.014604634434568156,1.3099078341013826,1.2690215879308748
MT0560100,1516.0,1895.0,2247.0,110198,110157.0,110274,0.013757055481950671,0.017202719754532168,0.02037651667664182,1.4821899736147757,1.4811684595861314
NB0280000,432.0,479.0,534.0,86913,81043.0,91083,0.004970487729108419,0.005910442604543267,0.005862784493264385,1.2361111111111112,1.1795189552386285
NB0400100,891.0,811.0,862.0,51821,51547.0,51226,0.01719380174060709,0.015733214348070693,0.01682739233982743,0.9674523007856342,0.978689448307741
NB0770000,481.0,453.0,510.0,95330,98100.0,102658,0.005045630966117696,0.004617737003058104,0.004967951840090397,1.0602910602910602,0.9846046755006603
NB0770100,657.0,481.0,550.0,53880,53761.0,53436,0.012193763919821826,0.008947006194081212,0.010292686578336702,0.837138508371385,0.8440942965613113
NC0010000,701.0,672.0,775.0,67878,68636.0,66326,0.010327352013907304,0.009790780348505158,0.011684708862286283,1.1055634807417973,1.1314331928020946
NC0010100,1409.0,1793.0,1566.0,54108,55003.0,56065,0.026040511569453684,0.032598221915168264,0.027931864799785964,1.1114265436479773,1.0726311856542363
NC0110000,786.0,773.0,835.0,146879,148514.0,146671,0.005351343622982183,0.005204896508073313,0.005693013615506814,1.0623409669211197,1.0638475150534674
NC0110100,2127.0,2235.0,2195.0,93641,93980.0,93855,0.022714409286530474,0.02378165567141945,0.023387139736828086,1.0319699106723084,1.0296169027251145
NC0120000,208.0,214.0,212.0,64561,64725.0,63207,0.0032217592664301976,0.003306295867130166,0.0033540588858828927,1.0192307692307692,1.0410644025552185
NC0130000,137.0,121.0,184.0,79154,81370.0,79911,0.0017308032443085631,0.0014870345336118963,0.002302561599779755,1.3430656934306568,1.3303427800654504
NC0130100,293.0,271.0,241.0,96138,98411.0,100631,0.0030477022613326675,0.0027537572019388076,0.0023948882551102545,0.8225255972696246,0.7858012527979169
NC0130200,258.0,279.0,245.0,50725,51837.0,53044,0.0050862493839329715,0.005382255917587823,0.004618807028127592,0.9496124031007752,0.9080968469060935
NC0140000,471.0,344.0,394.0,55193,55427.0,54097,0.008533690866595401,0.0062063615205585725,0.00728321348688467,0.8365180467091295,0.8534658216170394
NC0190000,397.0,306.0,379.0,59421,60695.0,60545,0.0066811396644284,0.005041601449872313,0.006259806755305971,0.9546599496221663,0.9369369702948014
NC0230000,142.0,278.0,274.0,63162,63554.0,62852,0.0022481872011652576,0.0043742329357711555,0.00435944759116655,1.9295774647887325,1.9390945686849412
NC0260100,3628.0,3871.0,3772.0,209614,212033.0,212047,0.017308004236358258,0.018256592134243254,0.017788509151273068,1.039691289966924,1.027762005853074
NC0320100,4259.0,4116.0,4261.0,280282,284925.0,291962,0.01519541033673229,0.014445906817583575,0.014594365020105356,1.000469593801362,0.9604456014475627
NC0330100,508.0,591.0,545.0,53827,53520.0,53305,0.00943764281865978,0.011042600896860986,0.010224181596473127,1.0728346456692914,1.0833405960499194
NC0350000,411.0,434.0,512.0,56860,59173.0,60066,0.007228279985930355,0.007334426174099674,0.008523956980654614,1.245742092457421,1.1792510800973754
NC0410000,1003.0,823.0,931.0,128463,129775.0,122777,0.007807695601068012,0.006341745328453092,0.007582853466040056,0.9282153539381854,0.9712024973159558
NC0410200,5480.0,6373.0,6601.0,298025,299887.0,300865,0.018387719151077928,0.0212513380039815,0.021940072790121817,1.2045620437956204,1.193191641108769
NC0410300,1224.0,1171.0,1050.0,113307,113727.0,114492,0.01080250999496942,0.010296587441856376,0.009170946441672781,0.8578431372549019,0.848964402342008
NC0490000,610.0,542.0,636.0,111376,113725.0,113516,0.005476942967964373,0.004765882611562981,0.005602734416293738,1.042622950819672,1.0229674563100515
NC0510000,594.0,576.0,631.0,149142,153209.0,154294,0.003982781510238564,0.003759570260232754,0.004089595188406549,1.0622895622895623,1.0268188646285008
NC0550000,764.0,663.0,666.0,73435,75754.0,76159,0.01040375842581875,0.008752013095018085,0.008744862721411784,0.8717277486910995,0.8405484213964324
NC0600100,15182.0,15249.0,15293.0,944260,958358.0,956282,0.016078198801177643,0.015911590449497994,0.01599214457659979,1.0073112896851535,0.9946477695889945
NC0600600,372.0,391.0,437.0,58512,59470.0,60450,0.006357670221493027,0.00657474356818564,0.007229114971050455,1.174731182795699,1.1370698257690974
NC0630000,350.0,435.0,307.0,49310,50411.0,50309,0.007097951733928209,0.00862906905238936,0.006102287861018903,0.8771428571428571,0.8597251840766919
NC0650000,807.0,564.0,573.0,100191,101301.0,98766,0.008054615684043477,0.0055675659667722924,0.005801591640848065,0.7100371747211895,0.720281620927148
NC0650200,1761.0,1707.0,1729.0,124750,125794.0,126759,0.01411623246492986,0.013569804601173347,0.01364005711625999,0.9818285065303805,0.966267532795817
NC0680000,295.0,374.0,342.0,57603,57142.0,55542,0.005121261045431661,0.006545098176472647,0.006157502430593065,1.159322033898305,1.2023410593540758
NC0680100,431.0,416.0,505.0,61457,64853.0,64388,0.007013033503099729,0.006414506653508704,0.007843076349630365,1.17169373549884,1.1183571768427687
NC0740000,840.0,826.0,874.0,63230,63698.0,61460,0.013284833148821762,0.012967440108009671,0.014220631304913765,1.0404761904761906,1.0704410921544016
NC0740300,1524.0,1698.0,1725.0,94193,94372.0,95815,0.016179546250782967,0.01799262493112364,0.01800344413713928,1.1318897637795275,1.112728617854042
NC0780000,765.0,897.0,875.0,95824,95176.0,92933,0.007983386208048088,0.009424644868454232,0.009415385277565557,1.1437908496732025,1.1793723906371791
NC0790000,195.0,176.0,162.0,55844,56267.0,55171,0.003491870209870353,0.0031279435548367605,0.0029363252433343605,0.8307692307692308,0.8409033173782771
NC0800000,429.0,385.0,321.0,78908,79479.0,77550,0.005436711106605161,0.004844046855144126,0.00413926499032882,0.7482517482517482,0.7613545964029522
NC0820000,236.0,231.0,200.0,54109,54128.0,53126,0.004361566467685598,0.004267661838604789,0.0037646350186349435,0.847457627118644,0.8631382890818566
NC0900000,1368.0,1198.0,1128.0,164494,166924.0,166428,0.008316412756696293,0.007176918837315185,0.006777705674525921,0.8245614035087719,0.8149794716560431
NC0920000,634.0,624.0,620.0,198674,198306.0,182101,0.003191157373385546,0.003146652143656773,0.0034047039829545145,0.9779179810725552,1.0669182320339199
NC0920100,4050.0,5294.0,6679.0,477828,482264.0,481823,0.008475853235892413,0.010977389977273858,0.01386193685232959,1.6491358024691358,1.6354621141419614
NC0920200,321.0,270.0,277.0,56276,62320.0,67878,0.005704030137181036,0.004332477535301669,0.004080850938448392,0.8629283489096573,0.7154329202869836
NC0920300,573.0,567.0,689.0,172525,174441.0,177735,0.0033212577887262716,0.0032503826508676285,0.0038765577967198356,1.2024432809773125,1.1671956961240657
NC0960000,566.0,462.0,468.0,81700,81788.0,80391,0.006927784577723378,0.0056487504279356384,0.005821547188118073,0.8268551236749117,0.8403187372248173
NC0970000,334.0,303.0,293.0,60638,60615.0,59319,0.005508097232758336,0.00499876268250433,0.004939395471939851,0.8772455089820359,0.8967516845134392
ND0080100,963.0,1194.0,1116.0,74705,74997.0,75396,0.01289070343350512,0.015920636825473018,0.014801846251790545,1.158878504672897,1.1482574498857867
ND0090200,1968.0,2155.0,2941.0,127423,126927.0,127313,0.015444621457664629,0.016978263096110363,0.02310054746962211,1.494410569105691,1.4957017582427126
ND0180100,717.0,679.0,791.0,57459,56163.0,56253,0.01247846290398371,0.012089810017271158,0.014061472277034113,1.103207810320781,1.1268593243599765
NH0063400,2348.0,2197.0,2161.0,112895,113018.0,112844,0.020798086717746578,0.019439381337486066,0.01915033143100209,0.9203577512776832,0.9207737082210312
NH0064600,907.0,780.0,883.0,89586,89671.0,89431,0.010124349786797044,0.008698464386479464,0.009873533785823708,0.9735391400220507,0.9752264583647219
NM0010100,11624.0,12008.0,10917.0,561920,562065.0,564147,0.02068621867881549,0.021364077108519477,0.019351339278592283,0.9391775636613903,0.9354701107558995
NM0070000,418.0,895.0,984.0,83842,84552.0,85437,0.004985568092364209,0.010585202005866212,0.011517258330699814,2.354066985645933,2.3101195525419467
OH0091500,501.0,426.0,502.0,62517,62685.0,63211,0.008013820240894476,0.006795884182818856,0.007941655724478334,1.001996007984032,0.9909949918706827
OH0120000,102.0,360.0,222.0,62865,62876.0,63796,0.0016225244571701264,0.005725555060754501,0.0034798419963634085,2.176470588235294,2.1447085009939775
OH0130000,592.0,600.0,517.0,66391,66544.0,65107,0.008916871262671145,0.009016590526568887,0.00794077441749735,0.8733108108108109,0.8905337066757881
OH0184200,271.0,263.0,306.0,78322,77684.0,77674,0.0034600750746916573,0.0033855105298388343,0.003939542189149522,1.1291512915129152,1.1385713038323575
OH0230000,637.0,599.0,567.0,76114,76683.0,78622,0.008369025409254539,0.007811379314841621,0.007211721909897993,0.8901098901098901,0.8617158578492556
OH0250000,160.0,103.0,264.0,54386,54902.0,64577,0.0029419335858492995,0.0018760700885213654,0.0040881428372330705,1.65,1.389610852160986
OH0250300,161.0,137.0,152.0,49626,49954.0,50236,0.003244267118042961,0.00274252312127157,0.0030257186081694403,0.9440993788819876,0.9326354760808487
OH0314200,218.0,255.0,325.0,59479,59307.0,59223,0.0036651591317944147,0.004299661085537964,0.005487732806510984,1.4908256880733946,1.4972699981581048
OH0314400,164.0,177.0,183.0,59273,59142.0,59115,0.0027668584347004537,0.0029927969970579282,0.003095660999746257,1.1158536585365855,1.118836063646097
OH0450100,783.0,813.0,627.0,50340,50625.0,50980,0.015554231227651967,0.01605925925925926,0.012298940761082778,0.8007662835249042,0.7907135094673142
OH0470000,317.0,294.0,268.0,60862,61097.0,58932,0.005208504485557491,0.004812020230125866,0.004547614199416276,0.8454258675078864,0.8731132347156889
OH0470400,706.0,772.0,688.0,53806,53677.0,53809,0.013121213247593206,0.01438232390036701,0.012785965173112304,0.9745042492917847,0.974449917995015
OH0470500,1385.0,1598.0,1485.0,64022,63831.0,63859,0.021633188591421697,0.025034857671037584,0.02325435725582925,1.0722021660649819,1.0749389604568234
OH0480000,680.0,632.0,580.0,49953,50417.0,54073,0.013612796028266571,0.012535454311045878,0.010726240452721322,0.8529411764705882,0.787952778433512
OH0480700,12532.0,12257.0,11939.0,273505,271237.0,269941,0.04582000329061626,0.04518926252686765,0.04422818319558718,0.9526811362910947,0.9652592758465586
OH0500900,854.0,270.0,1390.0,64722,65316.0,63538,0.013194895089768548,0.004133749770347235,0.0218766722276433,1.6276346604215457,1.6579648476786062
OH0570000,784.0,806.0,909.0,60640,60839.0,64743,0.012928759894459104,0.01324808100067391,0.014040127890273852,1.159438775510204,1.0859609123293448
OH0570200,3679.0,3643.0,3551.0,140427,140193.0,139671,0.026198665498800087,0.025985605558052113,0.025424032189932055,0.9652079369393857,0.9704323371393283
OH0700000,507.0,514.0,401.0,50621,50688.0,51714,0.010015606171351811,0.010140467171717172,0.007754186487218161,0.7909270216962525,0.7742104027011253
OH0710000,506.0,475.0,420.0,54976,54712.0,55080,0.009204016298020954,0.008681824828191256,0.007625272331154684,0.8300395256916996,0.8284722760426085
OH0730000,228.0,213.0,100.0,52434,52520.0,52464,0.0043483236068200025,0.004055597867479056,0.001906068923452272,0.43859649122807015,0.43834569268551066
OH0760000,1020.0,803.0,789.0,116416,115983.0,118427,0.008761682242990653,0.00692342843347732,0.006662332069544951,0.7735294117647059,0.7603941668707305
OH0760400,2936.0,3050.0,3239.0,70139,70124.0,69623,0.04185973566774548,0.04349438138155268,0.04652198267813797,1.103201634877384,1.111377841642343
OH0770000,506.0,537.0,467.0,48890,49423.0,53121,0.010349764778073225,0.010865386560912935,0.008791250164718285,0.9229249011857708,0.8494154556384921
OH0770100,5667.0,5829.0,5000.0,197882,197433.0,195701,0.028638279378619583,0.02952393976690827,0.025549179615842535,0.8823010411152286,0.8921338910785517
OH0830000,230.0,194.0,286.0,96449,96802.0,101708,0.0023846799863140107,0.00200409082456974,0.0028119715263302788,1.2434782608695651,1.1791819206218654
OH0850000,286.0,193.0,205.0,60941,60943.0,61918,0.0046930637830032325,0.0031668936547265478,0.0033108304531800125,0.7167832167832168,0.7054731421232278
OHCIP0000,6882.0,6405.0,6069.0,303335,304724.0,305308,0.022687787429739398,0.02101902049067353,0.019878286844760045,0.8818657367044463,0.8761668323242209
OHCLP0000,18013.0,18700.0,19615.0,381829,379121.0,379313,0.047175568120808004,0.049324621954468365,0.05171191074389752,1.0889357686115584,1.096158727998204
OHCOP0000,17195.0,17207.0,17623.0,906120,911383.0,916001,0.01897651525184302,0.01888009760989617,0.019239061966089557,1.0248909566734516,1.013835349154584
OK0140200,1088.0,1168.0,1329.0,125076,126480.0,127304,0.00869871118360037,0.009234661606578116,0.010439577703764217,1.2215073529411764,1.2001292471286886
OK0550300,440.0,427.0,484.0,94699,95571.0,96861,0.004646300383319781,0.004467882516663004,0.004996851157844747,1.1,1.0754472904471357
OK0600200,449.0,425.0,579.0,51008,50831.0,50786,0.00880254077791719,0.008361039523125651,0.011400779742448706,1.289532293986637,1.295169205128783
OR0020100,314.0,482.0,558.0,59196,59375.0,59585,0.005304412460301371,0.008117894736842105,0.009364773013342284,1.7770700636942676,1.765468481840159
OR0030000,853.0,778.0,822.0,241252,242246.0,242708,0.003535721983651949,0.0032116113372357025,0.003386785767259423,0.9636576787807737,0.9578767173773391
OR0090000,301.0,295.0,304.0,63710,63633.0,63484,0.004724533040339036,0.004635959329278834,0.0047886081532354605,1.0099667774086378,1.013562210772861
OR0090100,565.0,538.0,627.0,100588,103485.0,104833,0.005616972203443751,0.005198821085181427,0.005980941115870003,1.1097345132743364,1.0647980618816493
OR0100000,377.0,478.0,379.0,65373,65898.0,65755,0.005766906826977498,0.00725363440468603,0.005763820241806707,1.0053050397877985,0.9994647763067105
OR0150000,556.0,377.0,321.0,71114,71114.0,70360,0.007818432376184717,0.005301347132772731,0.004562251279135873,0.5773381294964028,0.5835250673821376
OR0150400,855.0,834.0,789.0,83316,84016.0,84297,0.010262134523980988,0.009926680632260522,0.009359763692658101,0.9228070175438596,0.9120679202543888
OR0200200,1653.0,1726.0,1800.0,173183,174513.0,175007,0.009544816754531334,0.009890380659320509,0.010285302873599342,1.0889292196007259,1.0775799198781335
OR0200600,521.0,550.0,468.0,63438,63666.0,63599,0.0082127431507929,0.00863883391449125,0.007358606267394142,0.8982725527831094,0.8959985880824367
OR0220000,241.0,227.0,241.0,53499,54548.0,54318,0.004504757098263519,0.004161472464618318,0.004436834935012335,1.0,0.984922125262344
OR0220100,259.0,307.0,335.0,54993,55926.0,56746,0.004709690324223083,0.005489396702785824,0.005903499806153738,1.2934362934362935,1.253479400925917
OR0240200,1415.0,1519.0,1747.0,175867,176632.0,178106,0.008045852831969614,0.00859980071561212,0.009808765566572715,1.2346289752650177,1.2191082501034936
OR0260100,907.0,891.0,724.0,110692,109767.0,110448,0.008193907418783652,0.008117193692093252,0.006555120961900623,0.7982359426681367,0.7999993930702356
OR0260200,8055.0,7108.0,8059.0,662114,662941.0,664350,0.012165578737196314,0.010721919446828602,0.012130654022728983,1.0004965859714463,0.997129218821251
OR0340000,1462.0,1573.0,1628.0,244002,243892.0,240972,0.005991754165949459,0.006449576041854591,0.006755971648158292,1.1135430916552667,1.127544866001313
OR0340100,470.0,443.0,521.0,100130,100085.0,99886,0.004693897932687506,0.004426237697956737,0.005215946178643654,1.1085106382978724,1.1112184912076364
OR0340300,702.0,624.0,670.0,110549,111146.0,113053,0.0063501252838107985,0.005614237129541324,0.0059264238896800615,0.9544159544159544,0.9332766874362409
OR0340400,294.0,333.0,332.0,55621,56377.0,56914,0.005285773358983118,0.005906664065132944,0.005833362617282215,1.129251700680272,1.1035968099858982
RI0020300,344.0,366.0,366.0,80749,80605.0,83968,0.004260114676342741,0.004540661249302152,0.004358803353658537,1.063953488372093,1.0231657325714336
RI0040200,467.0,411.0,384.0,81471,81313.0,84105,0.005732100992991371,0.005054542324105617,0.004565721419654004,0.8222698072805139,0.796517965269018
RI0040800,946.0,814.0,820.0,72030,72017.0,74342,0.013133416631958906,0.011302886818390102,0.011030104113421754,0.8668076109936576,0.8398503163739629
RI0040900,2398.0,2184.0,2132.0,179762,179603.0,185868,0.013339860482193122,0.012160153226839195,0.011470505950459465,0.8890742285237698,0.8598670102862779
SC0040000,1924.0,2190.0,2172.0,156813,158494.0,156284,0.012269390930598867,0.013817557762438957,0.01389777584397635,1.1288981288981288,1.1327192949176004
SC0070000,1475.0,1392.0,1385.0,140533,141108.0,136862,0.010495755445340241,0.009864784420443915,0.010119682599991232,0.9389830508474576,0.964169054118351
SC0080000,1156.0,1177.0,1300.0,127720,131934.0,132179,0.009051049170059505,0.008921127230281808,0.00983514779200932,1.1245674740484428,1.086630688577362
SC0100000,1016.0,852.0,809.0,88149,88546.0,81365,0.011525939035042938,0.009622117317552458,0.009942850119830393,0.7962598425196851,0.8626498968631195
SC0100100,1507.0,1425.0,1578.0,138254,139582.0,141768,0.010900227118202729,0.010209052743190382,0.011130861689520908,1.0471134704711347,1.0211586941095045
SC0100300,475.0,445.0,329.0,92448,94704.0,95657,0.005138023537556248,0.004698851157290082,0.003439371922598451,0.6926315789473684,0.6693959063165927
SC0100800,3943.0,3693.0,3852.0,115312,117503.0,121060,0.03419418620785348,0.031428984791877654,0.03181893276061457,0.9769211260461578,0.9305363364169382
SC0160000,1011.0,911.0,932.0,51747,51618.0,50394,0.019537364484897676,0.017648882172885426,0.01849426519030043,0.9218595450049456,0.9466100304673357
SC0180000,1652.0,1461.0,1260.0,88524,89658.0,87958,0.01866160589218743,0.01629525530348658,0.014325018758953137,0.7627118644067796,0.7676198308823048
SC0180200,898.0,906.0,767.0,52886,53711.0,54438,0.01697991907120977,0.016868053098992756,0.01408942282964106,0.8541202672605791,0.8297697280271683
SC0210000,1593.0,1586.0,1704.0,85977,85322.0,82188,0.018528211033183292,0.018588406272708094,0.02073295371587093,1.0696798493408664,1.1189938239983899
SC0220000,605.0,516.0,456.0,50855,51374.0,50835,0.011896568675646447,0.010043991123914821,0.008970197698436117,0.7537190082644628,0.7540155437255681
SC0230000,4045.0,3980.0,3857.0,365897,370714.0,362031,0.01105502368152786,0.01073603910292031,0.010653783791995714,0.953522867737948,0.9637051985512622
SC0230200,978.0,985.0,956.0,69830,72014.0,73653,0.01400544178719748,0.013677895964673536,0.012979783579759142,0.9775051124744376,0.9267671650046839
SC0260400,2981.0,3108.0,3241.0,267662,275827.0,278374,0.011137180473881238,0.011267932435910915,0.011642610301249398,1.0872190540087219,1.0453822067940344
SC0280000,686.0,653.0,601.0,56929,57957.0,57578,0.012050097489855785,0.011266973790913954,0.010438014519434506,0.8760932944606414,0.8662182632316138
SC0290000,1105.0,1024.0,951.0,88794,91631.0,92680,0.012444534540622115,0.01117525728192424,0.010261113508847649,0.860633484162896,0.8245477944838172
SC0320000,2572.0,2627.0,2836.0,222960,226184.0,224918,0.011535701471115895,0.011614437802850777,0.012609039738927076,1.1026438569206842,1.0930449067617345
SC0370000,673.0,731.0,769.0,62982,64060.0,62990,0.010685592709027976,0.011411177021542304,0.012208287029687253,1.1426448736998513,1.1424997529030647
SC0380000,1795.0,1684.0,1900.0,67168,66790.0,64641,0.026724035254883278,0.02521335529270849,0.029393109636298945,1.0584958217270195,1.0998754250980098
SC0390000,966.0,859.0,756.0,75189,76830.0,74920,0.012847623987551371,0.011180528439411688,0.01009076348104645,0.782608695652174,0.7854186494579726
SC0400000,4419.0,4345.0,3963.0,266509,269653.0,264424,0.0165810535479102,0.016113301168538825,0.0149872931352676,0.8968092328581126,0.9038806305017046
SC0400100,2463.0,1728.0,1372.0,133790,131777.0,132255,0.018409447641826743,0.01311306221874834,0.010373898907413708,0.5570442549736094,0.5635095147474137
SC0420000,2790.0,2858.0,3016.0,245855,251523.0,251038,0.011348152366232128,0.011362777956687858,0.012014117384619062,1.0810035842293906,1.0586848851596844
SC0430000,1015.0,1065.0,1038.0,66890,67204.0,65041,0.01517416654208402,0.01584727099577406,0.01595916421949232,1.0226600985221674,1.0517325070362968
SC0460000,938.0,847.0,1272.0,158089,161098.0,158843,0.005933366647900866,0.005257669244807509,0.0080079071787866,1.3560767590618337,1.3496396993466897
SD0490200,2712.0,3031.0,2784.0,185628,187370.0,191508,0.014609864891072468,0.016176549074024656,0.01453725170750047,1.0265486725663717,0.9950298524925875
SD0510100,1900.0,2064.0,1839.0,76343,78492.0,79910,0.024887677979644498,0.02629567344442746,0.0230133900638218,0.9678947368421053,0.9246901250749199
TN0050000,943.0,829.0,947.0,91803,93591.0,95199,0.010271995468557673,0.008857689307732581,0.00994758348301978,1.0042417815482503,0.9684178223665587
TN0060000,556.0,585.0,669.0,61621,62468.0,63446,0.009022898038006523,0.00936479477492476,0.010544399962172556,1.2032374100719425,1.1686267447284804
TN0180000,129.0,181.0,150.0,48505,49137.0,50433,0.002659519637150809,0.0036835785660500235,0.0029742430551424662,1.1627906976744187,1.1183384448812816
TN0190100,17244.0,16718.0,17877.0,687361,688013.0,690553,0.0250872540048097,0.024298959467335648,0.02588794777518887,1.0367084203201113,1.031916357614335
TN0330000,705.0,693.0,781.0,117105,118121.0,121457,0.006020238247726399,0.005866865333005985,0.006430259268712384,1.1078014184397162,1.068107108741225
TN0330100,4218.0,4493.0,4789.0,181848,184211.0,186222,0.02319519598785799,0.02439050871012046,0.025716617800259904,1.1353722143195828,1.1087044840544482
TN0470000,2162.0,2202.0,1990.0,281032,285998.0,290703,0.007693074098323323,0.007699354540940845,0.0068454745909054945,0.9204440333024977,0.8898230412725961
TN0470100,3586.0,3759.0,4029.0,188666,188672.0,191463,0.019007134300827917,0.019923465061058344,0.02104323028470253,1.1235359732292247,1.107122723060147
TN0570100,2199.0,2258.0,2135.0,66915,67234.0,67462,0.032862586863931856,0.03358419847101169,0.031647445969582876,0.9708958617553434,0.96302357756009
TN0630000,532.0,503.0,572.0,50576,52261.0,55481,0.010518823157228725,0.009624767991427642,0.01030983579964312,1.0751879699248121,0.9801320590277265
TN0630100,2635.0,2742.0,2926.0,159996,161167.0,164336,0.016469161729043225,0.017013408452102478,0.017804984908966995,1.110436432637571,1.081110575140449
TN0750000,798.0,819.0,855.0,98526,99341.0,102340,0.00809938493392607,0.008244330135593562,0.008354504592534688,1.0714285714285714,1.031498645970016
TN0750100,2865.0,2927.0,2702.0,145929,151769.0,155652,0.0196328351458586,0.01928588842253688,0.017359237272890807,0.9431064572425829,0.8841941137855787
TN0750200,776.0,796.0,880.0,52225,52984.0,54645,0.014858784107228339,0.015023403291559717,0.016103943636197274,1.134020618556701,1.0837995572170138
TN0780000,824.0,811.0,612.0,71092,71094.0,71237,0.011590614977775276,0.01140743241342448,0.008591041172424442,0.7427184466019418,0.7412066735800952
TN0790000,2296.0,2132.0,2366.0,125995,125947.0,129903,0.018222945354974405,0.016927755325652855,0.01821359014033548,1.0304878048780488,0.9994866244475474
TN0790100,308.0,258.0,255.0,51273,51677.0,52059,0.0060070602461334425,0.00499254987712135,0.004898288480378032,0.827922077922078,0.8154219001766976
TN0790600,611.0,563.0,522.0,59610,59714.0,59562,0.010249958060728065,0.009428274776434337,0.008763977032336053,0.8543371522094927,0.8550256479501672
TN0820000,953.0,867.0,898.0,77651,78154.0,79128,0.012272861907766802,0.011093482099444687,0.0113487008391467,0.9422875131164743,0.9246988130751106
TN0820200,1129.0,1071.0,1167.0,54218,54260.0,54229,0.020823342801283708,0.01973829708809436,0.021519851002231277,1.033658104517272,1.0334484336926264
TN0830000,440.0,417.0,489.0,56660,57387.0,59294,0.007765619484645252,0.007266454074964714,0.008247040172698755,1.1113636363636363,1.0619938549661625
TN0830400,392.0,349.0,226.0,58388,58901.0,60170,0.0067137082962252514,0.0059251965161881805,0.0037560245969752368,0.576530612244898,0.5594560310413014
TN0900000,629.0,533.0,615.0,58381,58827.0,60029,0.010774053202240456,0.00906046543253948,0.010245048226690433,0.9777424483306836,0.9509000962200543
TN0900100,912.0,893.0,892.0,67197,67293.0,67515,0.013572034465824367,0.013270325293864146,0.013211878841738873,0.9780701754385965,0.9734634018950954
